Shakspeare,1332
vol,776
one,528
may,482
age,454
time,427
poet,424
first,400
English,360
upon,300
4to,297
scene,288
two,287
Sir,280
Reed,279
great,277
many,273
Act,269
day,262
Elizabeth,254
must,251
good,240
character,237
would,235
John,234
